stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,preferred
1178,1178,King Eastbound @ Gibbons,,43.89406180000001,-78.8787275,,,0,,,1,2
118,118,Country Lane Northbound @ Medland,,43.907044,-78.973335,,,0,,,1,2
1181,1181,King Eastbound @ Warren,,43.895479,-78.872558,,,0,,,2,1
1183,1183,King Eastbound @ Midtown,,43.896359,-78.868644,,,0,,,2,2
1185,1185,King Eastbound @ Mary,,43.898339,-78.860061,,,0,,,2,2
1186,1186,King Eastbound @ Drew,,43.899141,-78.856595,,,0,,,2,2
1187,1187,King Eastbound @ Rowe,,43.89992500000001,-78.853177,,,0,,,1,1
1188,1188,King Eastbound @ Central Park,,43.901002,-78.848573,,,0,,,1,2
1189,1189,King Eastbound @ Cadillac,,43.901543,-78.846174,,,0,,,1,2
119,119,Country Lane Northbound @ Taunton,,43.9105664,-78.9766051,,,0,,,1,2
1190,1190,King Eastbound @ Wilson,,43.902215,-78.843385,,,0,,,2,1
1192,1192,King Eastbound @ Farewell,,43.903023,-78.839804,,,0,,,1,2
1193,1193,King Eastbound @ Riverside,,43.90361,-78.837145,,,0,,,1,2
1194,1194,King Eastbound @ Harmony,,43.904153,-78.834637,,,0,,,1,2
1195,1195,King Eastbound @ Melrose,,43.905525,-78.828657,,,0,,,1,2
1196,1196,King Eastbound @ Keewatin,,43.905856,-78.82687,,,0,,,1,2
1197,1197,King Eastbound @ Grandview,,43.90560521,-78.823016,,,0,,,1,2
1198,1198,King Eastbound @ Rockcliffe,,43.905817,-78.820278,,,0,,,1,2
1199,1199,King Eastbound @ Eastlawn,,43.90612500000001,-78.816804,,,0,,,1,2
12,12,Northbound @ 3093 Garden,,43.901464,-78.940766,,,0,,,1,2
1200,1200,King Eastbound @ Townline,,43.906406,-78.813775,,,0,,,1,1
1217,1217,Courtice Southbound @ Moyse (Courtice Community Complex),,43.914105,-78.778936,,,0,,,2,2
1218,1218,Highway 2 Westbound @ Courtice,,43.911594,-78.779235,,,0,,,1,1
1219,1219,Highway 2 Westbound @ Trulls,,43.911048,-78.788115,,,0,,,1,1
1220,1220,Highway 2 Westbound @ Sandringham,,43.909174,-78.79601,,,0,,,2,2
1221,1221,Highway 2 Westbound @ Prestonvale,,43.908585,-78.797674,,,0,,,1,1
1222,1222,Highway 2 Westbound @ Centerfield,,43.90764200000001,-78.803571,,,0,,,1,1
1223,1223,Highway 2 Westbound @ Varcoe,,43.907163,-78.807587,,,0,,,1,2
1224,1224,Highway 2 Eastbound @ Darlington Boulevard,,43.906907,-78.808273,,,0,,,1,2
1225,1225,Highway 2 Eastbound @ Old Kingston,,43.907393,-78.803827,,,0,,,1,1
1226,1226,Courtice Southbound @ Highway 2,,43.910864,-78.777544,,,0,,,2,2
1227,1227,Sandringham Westbound @ Short,,43.909137,-78.778369,,,0,,,1,2
1228,1228,Avondale Southbound @ Stagemaster,,43.907937,-78.779807,,,0,,,1,2
1229,1229,Avondale Southbound @ Brownstone,,43.90579242,-78.780964,,,0,,,1,2
1230,1230,Avondale Southbound @ Farmington,,43.904046,-78.781861,,,0,,,1,2
1231,1231,Trulls Northbound @ Avondale,,43.903403,-78.784876,,,0,,,1,2
1232,1232,Northbound @ 2501 Trulls,,43.90456300000001,-78.785437,,,0,,,1,2
1233,1233,Sandringham Westbound @ Bushford,,43.9059139,-78.78781669999998,,,0,,,1,2
1234,1234,Sandringham Westbound @ Yorkville,,43.90300993000001,-78.790682,,,0,,,1,2
1242,1242,King Eastbound @ Simcoe,,43.89762300000001,-78.863176,,,0,,,2,1
1244,1244,Highway 2 Eastbound @ Prestonvale,,43.908429,-78.797456,,,0,,,1,1
1245,1245,Highway 2 Eastbound @ Trulls,,43.910829,-78.787906,,,0,,,1,1
125,125,Taunton Eastbound @ Cochrane,,43.912852,-78.96736199999998,,,0,,,2,2
1252,1252,Olive Westbound @ Viewmount,,43.896941,-78.821096,,,0,,,1,2
1255,1255,Olive Westbound @ Florell,,43.89598841,-78.82724399999998,,,0,,,1,2
1257,1257,Olive Westbound @ Elmridge,,43.89510700000001,-78.83126799999998,,,0,,,1,1
1258,1258,Olive Westbound @ Poplar,,43.894441,-78.834343,,,0,,,1,2
1259,1259,Olive Westbound @ Baldwin,,43.89386600000001,-78.836928,,,0,,,1,2
1260,1260,Olive Westbound @ Wilson,,43.893383,-78.839031,,,0,,,1,2
1261,1261,Olive Westbound @ Highland,,43.892828,-78.841487,,,0,,,1,2
1262,1262,Olive Westbound @ Lasalle,,43.892535,-78.842817,,,0,,,1,2
1263,1263,Olive Westbound @ Verdun,,43.891779,-78.846057,,,0,,,1,2
1264,1264,Olive Westbound @ Ritson,,43.890989,-78.849481,,,0,,,2,2
1265,1265,Olive Westbound @ Drew,,43.89046,-78.851768,,,0,,,2,2
1266,1266,Olive Westbound @ Court,,43.889641,-78.855284,,,0,,,1,2
127,127,Cochrane Southbound @ Medland,,43.909537,-78.966002,,,0,,,1,2
1276,1276,Gibb Westbound @ Montrave,,43.8881292,-78.87118169999998,,,0,,,1,2
1277,1277,Gibb Westbound @ Grenfell,,43.887291,-78.874471,,,0,,,1,2
1278,1278,Westbound @ 450 Gibb,,43.88680200000001,-78.87697,,,0,,,1,2
1280,1280,Gibb Westbound @ Stevenson (West side stop),,43.88595200000001,-78.880912,,,0,,,1,2
1281,1281,Gibb Westbound @ Waverly,,43.885118,-78.884574,,,0,,,1,2
1282,1282,Gibb Westbound @ Vancouver,,43.884493,-78.887244,,,0,,,1,2
1283,1283,Gibb Eastbound @ Vancouver,,43.884355,-78.88744699999998,,,0,,,1,2
1284,1284,Gibb Eastbound @ Waverly,,43.885076,-78.884308,,,0,,,1,2
1285,1285,Gibb Eastbound @ Stevenson (West side stop),,43.885932,-78.88051299999998,,,0,,,1,2
1286,1286,Gibb Eastbound @ Stevenson (East side stop),,43.88625932,-78.87870599999998,,,0,,,1,2
1287,1287,Eastbound @ 431 Gibb,,43.886764,-78.876312,,,0,,,1,2
1288,1288,Gibb Eastbound @ Grenfell,,43.887267,-78.874165,,,0,,,1,2
1289,1289,Gibb Eastbound @ Montrave,,43.88775900000001,-78.87204699999998,,,0,,,1,2
129,129,Cochrane Southbound @ Twin Streams,,43.905578,-78.964539,,,0,,,1,2
1297,1297,Olive Eastbound @ Court,,43.889552,-78.855367,,,0,,,1,2
1298,1298,Olive Eastbound @ Drew,,43.890302,-78.852093,,,0,,,1,2
1299,1299,Olive Eastbound @ Oshawa Boulevard,,43.891187,-78.848202,,,0,,,1,2
13,13,Garden Northbound @ Bassett (North stop),,43.903334,-78.941556,,,0,,,1,2
1300,1300,Olive Eastbound @ Lasalle,,43.89248,-78.842598,,,0,,,1,2
1301,1301,Olive Eastbound @ Highland,,43.892801,-78.841125,,,0,,,1,2
1302,1302,Olive Eastbound @ Windsor,,43.893281,-78.839043,,,0,,,1,2
1303,1303,Olive Eastbound @ Guelph,,43.89384600000001,-78.836642,,,0,,,1,2
1304,1304,Olive Eastbound @ Poplar,,43.894358,-78.834306,,,0,,,1,2
1305,1305,Olive Eastbound @ Elmridge,,43.89498,-78.831355,,,0,,,1,1
1306,1306,Olive Eastbound @ Harcourt,,43.895449,-78.829032,,,0,,,2,1
1307,1307,Olive Eastbound @ Florell,,43.89581297,-78.827236,,,0,,,1,2
1308,1308,Olive Eastbound @ Dianne,,43.89644,-78.824685,,,0,,,1,2
1309,1309,Olive Eastbound @ Keewatin,,43.896856,-78.821788,,,0,,,1,2
1339,1339,Rosswell Northbound @ Bloor,,43.891145,-78.798484,,,0,,,2,2
1353,1353,Northbound @ 1185 Mary,,43.928625,-78.873907,,,0,,,1,2
1354,1354,Nonquon Northbound @ Mary,,43.931137,-78.87249799999998,,,0,,,1,2
1355,1355,Mary Northbound @ Nonquon,,43.93247800000001,-78.87221,,,0,,,1,2
1356,1356,Mary Northbound @ Taunton,,43.93385593,-78.872776,,,0,,,1,2
1359,1359,Park Southbound @ King,,43.895694,-78.873767,,,0,,,2,2
1360,1360,Park Southbound @ Pine,,43.893793,-78.87290299999998,,,0,,,2,2
1361,1361,Park Southbound @ Elmgrove,,43.891968,-78.872083,,,0,,,2,2
1362,1362,Park Southbound @ Marland,,43.88699031,-78.869855,,,0,,,2,2
1363,1363,Park Northbound @ John,,43.8922679,-78.8719904,,,0,,,2,2
1364,1364,Park Northbound @ King,,43.8946786,-78.873147,,,0,,,2,2
1371,1371,Beatrice Westbound @ Sycamore,,43.929548,-78.869207,,,0,,,1,2
1372,1372,Beatrice Westbound @ Mary,,43.926963,-78.872625,,,0,,,1,2
138,138,McQuay Southbound @ Roan,,43.881419,-78.966575,,,0,,,1,2
139,139,McQuay Southbound @ Kennett,,43.879842,-78.96569599999998,,,0,,,1,2
1392,1392,North Northbound @ Monroe,,43.921392,-78.593264,,,0,,,2,2
1395,1395,Main Southbound @ Millson Hill,,43.98281,-78.62001,,,0,,,2,2
1396,1396,Main Southbound @ Centreview,,43.977406,-78.617544,,,0,,,1,2
14,14,Garden Northbound @ Dryden,,43.904811,-78.942227,,,0,,,1,2
140,140,McQuay Southbound @ Moonstone,,43.878277,-78.963114,,,0,,,1,2
1408,1408,Mill Northbound @ King,,43.917763,-78.588888,,,0,,,1,2
141,141,McQuay Southbound @ Allayden,,43.876649,-78.962215,,,0,,,1,2
1410,1410,North Southbound @ Grady,,43.921133,-78.593093,,,0,,,2,2
1411,1411,King Westbound @ North,,43.916949,-78.591266,,,0,,,1,2
1412,1412,King Eastbound @ Baldwin,,43.91693200000001,-78.590838,,,0,,,2,2
1413,1413,King Westbound @ Pedwell,,43.915658,-78.59710699999998,,,0,,,1,1
1414,1414,King Eastbound @ Massey,,43.915331,-78.597667,,,0,,,1,2
1415,1415,King Westbound @ Rudell,,43.914759,-78.60070899999998,,,0,,,1,2
1416,1416,Highway 2 Eastbound @ Rudell,,43.914433,-78.60155,,,0,,,2,2
1430,1430,King Westbound @ Liberty,,43.910554,-78.680784,,,0,,,2,2
1431,1431,King Westbound @ George,,43.911481,-78.68621,,,0,,,2,2
1432,1432,King Westbound @ Temperance,,43.91215300000001,-78.688526,,,0,,,2,1
1433,1433,King Westbound @ Roenigk,,43.912962,-78.695055,,,0,,,1,2
1436,1436,Highway 2 Westbound @ Boswell,,43.909692,-78.71688,,,0,,,1,2
1452,1452,King Eastbound @ Roenigk,,43.912771,-78.694976,,,0,,,1,2
1454,1454,King Eastbound @ Division,,43.911662,-78.687321,,,0,,,2,2
1455,1455,King Eastbound @ Ontario,,43.911026,-78.684811,,,0,,,2,2
1456,1456,King Eastbound @ Liberty,,43.91041,-78.680907,,,0,,,1,2
1476,1476,Scugog Southbound @ Longworth,,43.924876,-78.697139,,,0,,,1,2
1477,1477,Scugog Southbound @ Jackman,,43.920873,-78.695321,,,0,,,1,2
1478,1478,Scugog Southbound @ O'Dell,,43.916997,-78.69368299999998,,,0,,,2,2
1479,1479,Church Eastbound @ Scugog Street,,43.913909,-78.691688,,,0,,,1,2
1480,1480,Church Eastbound @ Temperance,,43.913138,-78.688545,,,0,,,2,1
1494,1494,Liberty Southbound @ Park,,43.90430979,-78.67758996,,,0,,,2,2
1498,1498,Simpson Northbound @ King,,43.911329,-78.675014,,,0,,,1,1
1499,1499,Prince Eastbound @ Liberty (Lakeridge Health Bowmanville),,43.908346,-78.678921,,,0,,,1,2
15,15,Garden Northbound @ Willowbrook,,43.908512,-78.943865,,,0,,,1,2
1504,1504,Clarington Boulevard Southbound @ Prince William,,43.908456,-78.70716,,,0,,,1,1
151,151,Burns Eastbound @ Henry,,43.870396,-78.943946,,,0,,,2,2
1519,1519,Pine Grove Westbound @ Nordane,,43.825165,-79.145977,,,0,,,1,2
152,152,Burns Eastbound @ Centre,,43.871125,-78.940651,,,0,,,2,2
1547,1547,Strouds Lane Eastbound @ Autumn,,43.825601,-79.132569,,,0,,,1,2
1548,1548,Strouds Lane Eastbound @ Rosebank,,43.826216,-79.130377,,,0,,,1,2
1574,1574,Strouds Lane Northbound @ Fernam,,43.827652,-79.126176,,,0,,,1,2
1575,1575,Strouds Lane Eastbound @ Foxwood Trail,,43.828696,-79.124103,,,0,,,1,2
1586,1586,Strouds Lane Westbound @ Whites (West side stop),,43.829426,-79.121337,,,0,,,1,2
1587,1587,Kingston Westbound @ Audley,,43.868228,-78.995249,,,0,,,2,2
1588,1588,Kingston Westbound @ Alexanders Crossing,,43.86702,-79.00077,,,0,,,1,2
1590,1590,Kingston Westbound @ Wicks,,43.8643554,-79.0125542,,,0,,,1,2
1591,1591,Kingston Westbound @ Salem,,43.8634084,-79.0168413,,,0,,,1,1
1593,1593,Westbound @ 84 Kingston,,43.862111,-79.022563,,,0,,,1,2
1594,1594,Kingston Westbound @ Harwood,,43.8611712,-79.0267418,,,0,,,1,1
1595,1595,Westbound @ 132 Kingston,,43.859995,-79.031718,,,0,,,1,2
1596,1596,Kingston Westbound @ Chapman,,43.859254,-79.035043,,,0,,,1,2
1597,1597,Kingston Westbound @ Westney Heights Plaza,,43.85832,-79.03932,,,0,,,1,2
1598,1598,Kingston Westbound @ Westney,,43.85744,-79.043041,,,0,,,1,1
1599,1599,Kingston Westbound @ Mill,,43.856298,-79.047905,,,0,,,2,2
16,16,Garden Northbound @ Meadowglen,,43.91038600000001,-78.944674,,,0,,,1,2
1600,1600,Kingston Westbound @ Church,,43.85465700000001,-79.05529,,,0,,,2,1
1601,1601,Kingston Westbound @ Elizabeth,,43.853329,-79.060678,,,0,,,1,2
1602,1602,Kingston Westbound @ Notion,,43.852381,-79.064752,,,0,,,1,2
1603,1603,Kingston Westbound @ Bainbridge,,43.8501483,-79.0710031,,,0,,,1,2
1604,1604,Kingston Westbound @ Brock Road,,43.84772,-79.07452499999998,,,0,,,1,1
1607,1607,Kingston Westbound @ Valley Farm,,43.84172800000001,-79.083084,,,0,,,1,2
1608,1608,Kingston Westbound @ Glenanna,,43.83815,-79.08748,,,0,,,1,1
1609,1609,Kingston Westbound @ Liverpool,,43.83548,-79.09104,,,0,,,1,1
1610,1610,Kingston Westbound @ Walnut,,43.83097019,-79.09672757,,,0,,,1,2
1611,1611,Kingston Westbound @ Dixie,,43.82906,-79.098675,,,0,,,1,1
1612,1612,Kingston Westbound @ Fairport,,43.823716,-79.106421,,,0,,,1,1
1613,1613,Westbound @ 804 Kingston,,43.821703,-79.111949,,,0,,,1,2
1615,1615,Kingston Westbound @ Steeple Hill,,43.817215,-79.118076,,,0,,,1,1
1616,1616,Kingston Westbound @ Rosebank,,43.81332,-79.123324,,,0,,,1,2
1617,1617,Kingston Westbound @ Rougemount,,43.809718,-79.129028,,,0,,,1,2
1645,1645,West Shore Southbound @ Vistula,,43.82025,-79.105278,,,0,,,1,2
166,166,Brock Street Northbound @ Arthur,,43.86900700000001,-78.937411,,,0,,,2,2
1663,1663,West Shore Southbound @ Samford,,43.817692,-79.104211,,,0,,,1,2
167,167,Brock Street Northbound @ St Peter,,43.87108400000001,-78.93832,,,0,,,2,1
1674,1674,West Shore Northbound @ Samford,,43.817582,-79.104031,,,0,,,1,2
168,168,Brock Street Northbound @ Burns,,43.872514,-78.938948,,,0,,,2,2
1685,1685,Oklahoma Westbound @ West Shore,,43.813826,-79.103099,,,0,,,1,2
1687,1687,Oklahoma Westbound @ Hillcrest,,43.813024,-79.10671499999998,,,0,,,1,2
1689,1689,Bayly Eastbound @ West Shore,,43.821218,-79.105446,,,0,,,1,2
169,169,Brock Street Northbound @ Trent,,43.873574,-78.93940499999998,,,0,,,2,2
16901,1690,Bayly Eastbound @ 957 Bayly,,43.822764,-79.102195,,,0,,,2,2
1693,1693,Bayly Eastbound @ St Martins,,43.827085,-79.092836,,,0,,,1,2
1694,1694,Bayly Eastbound @ Liverpool,,43.828787,-79.08666599999998,,,0,,,1,2
1695,1695,Bayly Eastbound @ Pickering Station,,43.82915733045823,-79.08495872161193,,,0,,,2,2
17,17,Garden Northbound @ Cork,,43.91380800000001,-78.946197,,,0,,,1,2
170,170,Brock Street Northbound @ Gilbert,,43.87664417732835,-78.9408107746133,,,0,,,2,2
1701,1701,Alyssum Eastbound @ Lublin,,43.824092,-79.075833,,,0,,,1,2
1703,1703,Sandy Beach Southbound @ Parkham,,43.819293,-79.072432,,,0,,,1,2
1706,1706,Montgomery Park Eastbound @ OPG Pickering,,43.8143165023665,-79.06519369171588,,,0,,,2,2
1707,1707,Montgomery Park Eastbound @ Brock Road,,43.815436,-79.06028999999998,,,0,,,2,2
1709,1709,McKay Northbound @ Montgomery Park,,43.819181,-79.05741,,,0,,,2,2
171,171,Brock Street Northbound @ Dundas,,43.879703,-78.94210099999998,,,0,,,2,1
1711,1711,Squires Beach Northbound @ McKay,,43.821982,-79.05191499999998,,,0,,,2,2
1712,1712,Northbound @ 1111 Squires Beach,,43.824595,-79.053029,,,0,,,2,2
1713,1713,Clements Westbound @ Squires Beach,,43.827022,-79.054705,,,0,,,2,2
1714,1714,Westbound @ 1850 Clements,,43.8266135,-79.05666669999998,,,0,,,2,2
1715,1715,Westbound @ 1768 Clements,,43.825697,-79.060627,,,0,,,2,2
1716,1716,Clements Westbound @ Brock Road,,43.825146,-79.063235,,,0,,,1,1
1719,1719,Brock Road Northbound @ Quigley,,43.82876000000001,-79.065535,,,0,,,2,2
172,172,Brock Street Northbound @ John,,43.882531,-78.943093,,,0,,,2,2
1724,1724,Brock Road Northbound @ Kingston,,43.848587,-79.07411399999998,,,0,,,1,2
1729,1729,Liverpool Northbound @ Pickering Parkway,,43.833073,-79.08913099999998,,,0,,,2,2
173,173,Brock Street Northbound @ Walnut,,43.884079,-78.943797,,,0,,,2,2
1730,1730,Liverpool Northbound @ Kingston,,43.835391,-79.090151,,,0,,,1,1
1731,1731,Northbound @ 1851 Liverpool,,43.837643,-79.09107,,,0,,,1,1
1732,1732,Liverpool Northbound @ Glenanna,,43.83937800000001,-79.091944,,,0,,,1,2
1733,1733,Northbound @ 1917 Liverpool,,43.840787,-79.092623,,,0,,,1,2
1734,1734,Liverpool Northbound @ Anton Square,,43.842877,-79.093507,,,0,,,1,2
174,174,Brock Street Northbound @ Chestnut,,43.88521,-78.944286,,,0,,,2,2
1741,1741,Liverpool Southbound @ Pickering Parkway,,43.832976,-79.089382,,,0,,,1,2
1742,1742,Kingston Westbound @ Whites,,43.818764,-79.115943,,,0,,,1,2
1743,1743,Whites Northbound @ Sheppard,,43.821974,-79.116675,,,0,,,2,2
